sanctionCountry,sanctionedName,sanctionReason,sanctionList,sdnType
Iran,PARTO SANAT CO.,Sanctioned by OFAC,OFAC,Entity
Iran,NEKA NOVIN,Sanctioned by OFAC,OFAC,Entity
Iran,FULMEN GROUP,Sanctioned by OFAC,OFAC,Entity
Iran,YASA PART,Sanctioned by OFAC,OFAC,Entity
Unknown,SHEKA,Sanctioned by OFAC,OFAC,Individual
Iran,SIMATIC DEVELOPMENT CO.,Sanctioned by OFAC,OFAC,Entity
Unknown,SULEIMAN HAMAD AL-HABLAIN,Sanctioned by OFAC,OFAC,Individual
Colombia,ALMACEN ELECTRO SONY STAR,Sanctioned by OFAC,OFAC,Entity
Panama,JUNIOR INTERNATIONAL S.A.,Sanctioned by OFAC,OFAC,Entity
Panama,"GLOBAL TECHNOLOGY IMPORT & EXPORT, S.A. (GTI)",Sanctioned by OFAC,OFAC,Entity
Colombia,MICRO EMPRESA ASHQUI,Sanctioned by OFAC,OFAC,Entity
Colombia,AGROPECUARIA LA PERLA LTDA.,Sanctioned by OFAC,OFAC,Entity
Colombia,KPD S.A.,Sanctioned by OFAC,OFAC,Entity
Unknown,EL KHANSA,Sanctioned by OFAC,OFAC,Individual
Unknown,EDERY CRIVOSEI,Sanctioned by OFAC,OFAC,Individual
Unknown,ASLAN,Sanctioned by OFAC,OFAC,Individual
Syria,MILITARY HOUSING ESTABLISHMENT,Sanctioned by OFAC,OFAC,Entity
Mexico,FIGUEROA VASQUEZ,Sanctioned by OFAC,OFAC,Individual
Mexico,FIGUEROA GOMEZ,Sanctioned by OFAC,OFAC,Individual
Mexico,"DESARROLLO ARQUITECTONICO FORTIA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"DESARROLLOS INMOBILIARIOS CITADEL, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"DESARROLLOS TURISTICOS FORTIA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"DISPOSITIVOS INDUSTRIALES DINAMICOS, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Panama,"DISTRIBUIDORA LIFE, S.A.",Sanctioned by OFAC,OFAC,Entity
Mexico,"DISTRIBUIDORA MEDICA HOSPITALARIA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"EL PALOMAR CAR WASH, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"FORTIA BAJA SUR, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,GEOFARMA S.A. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Mexico,"GRUPO COMERCIAL SAN BLAS, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,GRUPO F Y F MEDICAL INTERNACIONAL DE EQUIPOS,Sanctioned by OFAC,OFAC,Entity
Mexico,"PROMOCIONES CITADEL, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,PUNTO FARMACEUTICO S.A. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Mexico,"SCUADRA FORTIA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,TECNOLOGIA OPTIMA CORPORATIVA S. DE R.L. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Mexico,UNION ABARROTERO DE JALISCO S.C. DE R.L. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Colombia,TORRES HOYOS,Sanctioned by OFAC,OFAC,Individual
Mexico,VALDEZ BENITES,Sanctioned by OFAC,OFAC,Individual
Unknown,BENGOECHEA,Sanctioned by OFAC,OFAC,Individual
Unknown,AL QARAWI,Sanctioned by OFAC,OFAC,Individual
Iran,AL-QA'IDA KURDISH BATTALIONS,Sanctioned by OFAC,OFAC,Entity
Pakistan,CHOUKA,Sanctioned by OFAC,OFAC,Individual
Germany,KAR,Sanctioned by OFAC,OFAC,Individual
Unknown,GELERI,Sanctioned by OFAC,OFAC,Individual
Unknown,AKBULUT,Sanctioned by OFAC,OFAC,Individual
Unknown,BOZTEPE,Sanctioned by OFAC,OFAC,Individual
Romania,GELERI IMPORT EXPORT S.R.L.,Sanctioned by OFAC,OFAC,Entity
Romania,MEGA GROUP S.R.L.,Sanctioned by OFAC,OFAC,Entity
Romania,GELRO IMPEX S.R.L.,Sanctioned by OFAC,OFAC,Entity
Japan,YAMAGUCHI-GUMI,Sanctioned by OFAC,OFAC,Entity
Unknown,SHINODA,Sanctioned by OFAC,OFAC,Individual
Unknown,TAKAYAMA,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,RAKHIMOV,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,KHRISTOFOROV,Sanctioned by OFAC,OFAC,Individual
Unknown,CHIBLI,Sanctioned by OFAC,OFAC,Individual
Unknown,ZAYTSEV,Sanctioned by OFAC,OFAC,Individual
Indonesia,ACHWAN,Sanctioned by OFAC,OFAC,Individual
Indonesia,JEMMAH ANSHORUT TAUHID,Sanctioned by OFAC,OFAC,Entity
Pakistan,ACHEKZAI,Sanctioned by OFAC,OFAC,Individual
Syria,GENERAL ORGANIZATION OF RADIO AND TV,Sanctioned by OFAC,OFAC,Entity
India,MEMON,Sanctioned by OFAC,OFAC,Individual
India,SHAKEEL,Sanctioned by OFAC,OFAC,Individual
Guatemala,OVERDICK MEJIA,Sanctioned by OFAC,OFAC,Individual
Unknown,AGHAJANI,Sanctioned by OFAC,OFAC,Individual
Unknown,TABATABAEI,Sanctioned by OFAC,OFAC,Individual
Nigeria,JEGA,Sanctioned by OFAC,OFAC,Individual
Iran,POUYA AIR,Sanctioned by OFAC,OFAC,Entity
Iran,BEHINEH TRADING,Sanctioned by OFAC,OFAC,Entity
Unknown,ADANOV,Sanctioned by OFAC,OFAC,Individual
Iran,"IRAN MARINE INDUSTRIAL COMPANY, SADRA",Sanctioned by OFAC,OFAC,Entity
Iran,"DEEP OFFSHORE TECHNOLOGY COMPANY,  P.J.S.",Sanctioned by OFAC,OFAC,Entity
Iran,DATAK TELECOM,Sanctioned by OFAC,OFAC,Entity
Mexico,GUZMAN SALAZAR,Sanctioned by OFAC,OFAC,Individual
Mexico,SALAZAR HERNANDEZ,Sanctioned by OFAC,OFAC,Individual
Syria,SYRIA INTERNATIONAL ISLAMIC BANK,Sanctioned by OFAC,OFAC,Entity
Unknown,BARAKZAI,Sanctioned by OFAC,OFAC,Individual
Unknown,WALI,Sanctioned by OFAC,OFAC,Individual
Afghanistan,NEW AHMADI LTD.,Sanctioned by OFAC,OFAC,Entity
Afghanistan,MOHAMMAD WALI MONEY EXCHANGE,Sanctioned by OFAC,OFAC,Entity
Iran,EGHTESAD NOVIN BANK,Sanctioned by OFAC,OFAC,Entity
Iran,PASARGAD BANK,Sanctioned by OFAC,OFAC,Entity
Iran,KARAFARIN BANK,Sanctioned by OFAC,OFAC,Entity
Iran,SAMAN BANK,Sanctioned by OFAC,OFAC,Entity
Iran,SARMAYEH BANK,Sanctioned by OFAC,OFAC,Entity
Iran,TAT BANK,Sanctioned by OFAC,OFAC,Entity
Iran,BANK-E SHAHR,Sanctioned by OFAC,OFAC,Entity
Iran,HEKMAT IRANIAN BANK,Sanctioned by OFAC,OFAC,Entity
Iran,TOURISM BANK,Sanctioned by OFAC,OFAC,Entity
Iran,IRAN ZAMIN BANK,Sanctioned by OFAC,OFAC,Entity
Iran,MEHR IRAN CREDIT UNION BANK,Sanctioned by OFAC,OFAC,Entity
Iran,TOSEE TAAVON BANK,Sanctioned by OFAC,OFAC,Entity
Iraq,ISLAMIC REGIONAL COOPERATION BANK,Sanctioned by OFAC,OFAC,Entity
Iran,CREDIT INSTITUTION FOR DEVELOPMENT,Sanctioned by OFAC,OFAC,Entity
Mexico,GUZMAN LOPEZ,Sanctioned by OFAC,OFAC,Individual
Mexico,LIMON SANCHEZ,Sanctioned by OFAC,OFAC,Individual
Mexico,SALGUEIRO NEVAREZ,Sanctioned by OFAC,OFAC,Individual
Iran,MALEK ASHTAR UNIVERSITY OF TECHNOLOGY,Sanctioned by OFAC,OFAC,Entity
Unknown,FADAVI,Sanctioned by OFAC,OFAC,Individual
Unknown,FROSCH,Sanctioned by OFAC,OFAC,Individual
United Arab Emirates,INTERNATIONAL GENERAL RESOURCING FZE,Sanctioned by OFAC,OFAC,Entity
Iran,MINISTRY OF DEFENSE LOGISTICS EXPORT,Sanctioned by OFAC,OFAC,Entity
Unknown,BARI,Sanctioned by OFAC,OFAC,Individual
Pakistan,GUL,Sanctioned by OFAC,OFAC,Individual
Greece,SHUSHANASHVILI,Sanctioned by OFAC,OFAC,Individual
Unknown,SHEMAZASHVILI,Sanctioned by OFAC,OFAC,Individual
Lebanon,ABDALLAH AZZAM BRIGADES,Sanctioned by OFAC,OFAC,Entity
Bosnia and Herzegovina,KELMENDI,Sanctioned by OFAC,OFAC,Individual
Unknown,SOTO GASTELUM,Sanctioned by OFAC,OFAC,Individual
Unknown,SHAH,Sanctioned by OFAC,OFAC,Individual
Mexico,COLORADO CESSA,Sanctioned by OFAC,OFAC,Individual
Unknown,CASANOVA ORDONEZ,Sanctioned by OFAC,OFAC,Individual
Unknown,VILLOTA SEGURA,Sanctioned by OFAC,OFAC,Individual
Panama,ORBITAL HORIZONS CORP.,Sanctioned by OFAC,OFAC,Entity
Colombia,INDUITEX LTDA.,Sanctioned by OFAC,OFAC,Entity
Panama,"I&S HOLDING COMPANY, S.A.",Sanctioned by OFAC,OFAC,Entity
Mexico,IBARRA CARDONA,Sanctioned by OFAC,OFAC,Individual
Mexico,CARDONA MARTINEZ,Sanctioned by OFAC,OFAC,Individual
Mexico,DISTRIBUIDORA GERMAY S.A. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Mexico,"ESTACIONES DE SERVICIOS CANARIAS, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,ESPARRAGOZA GASTELUM,Sanctioned by OFAC,OFAC,Individual
Unknown,ABD EL-RAHMAN,Sanctioned by OFAC,OFAC,Individual
Mexico,LOPEZ PEREZ,Sanctioned by OFAC,OFAC,Individual
Honduras,HERNANDEZ AMAYA,Sanctioned by OFAC,OFAC,Individual
Syria,INDUSTRIAL SOLUTIONS,Sanctioned by OFAC,OFAC,Entity
Syria,MECHANICAL CONSTRUCTION FACTORY,Sanctioned by OFAC,OFAC,Entity
Syria,SYRONICS,Sanctioned by OFAC,OFAC,Entity
Colombia,GUBEREK GRIMBERG,Sanctioned by OFAC,OFAC,Individual
Unknown,GUBEREK RAVINOVICZ,Sanctioned by OFAC,OFAC,Individual
Colombia,C.I. DEL ISTMO S.A.S.,Sanctioned by OFAC,OFAC,Entity
Guatemala,LOLALIMES,Sanctioned by OFAC,OFAC,Entity
Syria,HANDASIEH,Sanctioned by OFAC,OFAC,Entity
Sierra Leone,AL-WATFA,Sanctioned by OFAC,OFAC,Individual
Unknown,KHANAFER,Sanctioned by OFAC,OFAC,Individual
Mexico,"GASOLINERA Y SERVICIOS VILLABONITA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,MONZON ARAUJO,Sanctioned by OFAC,OFAC,Individual
Honduras,LOBO,Sanctioned by OFAC,OFAC,Individual
Mexico,GUZMAN OCHOA,Sanctioned by OFAC,OFAC,Individual
Mexico,PONCE FELIX,Sanctioned by OFAC,OFAC,Individual
Senegal,FAWAZ,Sanctioned by OFAC,OFAC,Individual
Cote d Ivoire,CHEHADE,Sanctioned by OFAC,OFAC,Individual
Mexico,"GRUPO CINJAB, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"GRUPO IMPERGOZA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"PETROBARRANCOS, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Lebanon,BADR AL DIN,Sanctioned by OFAC,OFAC,Individual
Mexico,IBARRA FAVILA,Sanctioned by OFAC,OFAC,Individual
Guatemala,CONSTRUCTORA W.L.,Sanctioned by OFAC,OFAC,Entity
Guatemala,CONSTRUCTORA H.L.P.,Sanctioned by OFAC,OFAC,Entity
Guatemala,TRANSPORTES J.L. CORDON,Sanctioned by OFAC,OFAC,Entity
Guatemala,CONSTRUCTORA H.L.T.,Sanctioned by OFAC,OFAC,Entity
Guatemala,ADMINISTRADORA DEL ORIENTE,Sanctioned by OFAC,OFAC,Entity
Guatemala,IMPORTADORA Y EXPORTADORA LORENZANA,Sanctioned by OFAC,OFAC,Entity
Guatemala,"INVERSIONES IRIS MANUELA, S.A.",Sanctioned by OFAC,OFAC,Entity
Iran,PENTANE CHEMISTRY INDUSTRIES,Sanctioned by OFAC,OFAC,Entity
Syria,SYRIAN ARAB AIRLINES,Sanctioned by OFAC,OFAC,Entity
Mexico,"BUENOS AIRES SERVICIOS, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,GASTELUM PAYAN,Sanctioned by OFAC,OFAC,Individual
Mexico,COMERCIALIZADORA GERMAY DE SONORA S.A. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Mexico,"GASODIESEL Y SERVICIOS ANCONA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"GASOLINERA ALAMOS COUNTRY, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Unknown,MAYALEH,Sanctioned by OFAC,OFAC,Individual
Mexico,ARAUJO MONZON,Sanctioned by OFAC,OFAC,Individual
Unknown,GONZALEZ PARADA,Sanctioned by OFAC,OFAC,Individual
Honduras,HANDAL PEREZ,Sanctioned by OFAC,OFAC,Individual
Syria,BUSINESS LAB,Sanctioned by OFAC,OFAC,Entity
Mexico,MEZA FLORES DRUG TRAFFICKING ORGANIZATION,Sanctioned by OFAC,OFAC,Entity
Mexico,MEZA FLORES,Sanctioned by OFAC,OFAC,Individual
Mexico,FLORES APODACA,Sanctioned by OFAC,OFAC,Individual
Unknown,MEZA ANGULO,Sanctioned by OFAC,OFAC,Individual
Afghanistan,ROSHAN MONEY EXCHANGE,Sanctioned by OFAC,OFAC,Entity
Pakistan,HAJI KHAIRULLAH HAJI SATTAR MONEY EXCHANGE,Sanctioned by OFAC,OFAC,Entity
Nigeria,SHEKAU,Sanctioned by OFAC,OFAC,Individual
Nigeria,KAMBAR,Sanctioned by OFAC,OFAC,Individual
Nigeria,AL-BARNAWI,Sanctioned by OFAC,OFAC,Individual
Unknown,YARZA,Sanctioned by OFAC,OFAC,Individual
Mexico,"SERVICIOS CHULAVISTA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"ADT PETROSERVICIOS, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,FELIX FELIX,Sanctioned by OFAC,OFAC,Individual
Mexico,GONZALEZ CARDENAS,Sanctioned by OFAC,OFAC,Individual
Mexico,VILLA DIAZ,Sanctioned by OFAC,OFAC,Individual
Mexico,DIAS PANIAGUA,Sanctioned by OFAC,OFAC,Individual
Mexico,VAZQUEZ VILLAVICENCIO,Sanctioned by OFAC,OFAC,Individual
Unknown,ARTAVIL,Sanctioned by OFAC,OFAC,Vessel
Unknown,ARK III,Sanctioned by OFAC,OFAC,Vessel
Unknown,ARGO I,Sanctioned by OFAC,OFAC,Vessel
Unknown,ARNICA,Sanctioned by OFAC,OFAC,Vessel
Unknown,APAMA,Sanctioned by OFAC,OFAC,Vessel
Unknown,BANEH,Sanctioned by OFAC,OFAC,Vessel
Unknown,DIAMOND II,Sanctioned by OFAC,OFAC,Vessel
Unknown,DREAM II,Sanctioned by OFAC,OFAC,Vessel
Unknown,DEEP SEA,Sanctioned by OFAC,OFAC,Vessel
Unknown,DORE,Sanctioned by OFAC,OFAC,Vessel
Unknown,DOVER,Sanctioned by OFAC,OFAC,Vessel
Unknown,DEVON,Sanctioned by OFAC,OFAC,Vessel
Unknown,DOWNY,Sanctioned by OFAC,OFAC,Vessel
Unknown,FOREST,Sanctioned by OFAC,OFAC,Vessel
Unknown,HERO II,Sanctioned by OFAC,OFAC,Vessel
Unknown,HENNA,Sanctioned by OFAC,OFAC,Vessel
Unknown,AMBER,Sanctioned by OFAC,OFAC,Vessel
Unknown,HASNA,Sanctioned by OFAC,OFAC,Vessel
Unknown,HUGE,Sanctioned by OFAC,OFAC,Vessel
Unknown,HAPPINESS I,Sanctioned by OFAC,OFAC,Vessel
Unknown,HELM,Sanctioned by OFAC,OFAC,Vessel
Unknown,HERBY,Sanctioned by OFAC,OFAC,Vessel
Unknown,HILDA I,Sanctioned by OFAC,OFAC,Vessel
Unknown,HAWK,Sanctioned by OFAC,OFAC,Vessel
Unknown,HALTI,Sanctioned by OFAC,OFAC,Vessel
Unknown,HEDY,Sanctioned by OFAC,OFAC,Vessel
Unknown,IMICO NEKA 455,Sanctioned by OFAC,OFAC,Vessel
Unknown,FORTUNE,Sanctioned by OFAC,OFAC,Vessel
Unknown,MARIVAN,Sanctioned by OFAC,OFAC,Vessel
Unknown,NASHA,Sanctioned by OFAC,OFAC,Vessel
Unknown,NAVARZ,Sanctioned by OFAC,OFAC,Vessel
Unknown,NAROON,Sanctioned by OFAC,OFAC,Vessel
Unknown,SEA STAR III,Sanctioned by OFAC,OFAC,Vessel
Unknown,SABITI,Sanctioned by OFAC,OFAC,Vessel
Unknown,SARDASHT,Sanctioned by OFAC,OFAC,Vessel
Unknown,SALINA,Sanctioned by OFAC,OFAC,Vessel
Unknown,SILVIA I,Sanctioned by OFAC,OFAC,Vessel
Unknown,SANAN,Sanctioned by OFAC,OFAC,Vessel
Unknown,STARK I,Sanctioned by OFAC,OFAC,Vessel
Unknown,SEVIN,Sanctioned by OFAC,OFAC,Vessel
Unknown,SONIA I,Sanctioned by OFAC,OFAC,Vessel
Unknown,SEA CLIFF,Sanctioned by OFAC,OFAC,Vessel
Unknown,STREAM,Sanctioned by OFAC,OFAC,Vessel
Unknown,SERENA,Sanctioned by OFAC,OFAC,Vessel
Unknown,SNOW,Sanctioned by OFAC,OFAC,Vessel
Unknown,SINOPA,Sanctioned by OFAC,OFAC,Vessel
Unknown,TOLOU,Sanctioned by OFAC,OFAC,Vessel
Unknown,VALFAJR2,Sanctioned by OFAC,OFAC,Vessel
Unknown,YAGHOUB,Sanctioned by OFAC,OFAC,Vessel
Iran,INFORMATION SYSTEMS IRAN,Sanctioned by OFAC,OFAC,Entity
Iran,ELECTRONIC COMPONENTS INDUSTRIES CO,Sanctioned by OFAC,OFAC,Entity
Iran,ADVANCED INFORMATION AND COMMUNICATION TECHNOLOGY CENTER,Sanctioned by OFAC,OFAC,Entity
Iran,DIGITAL MEDIA LAB,Sanctioned by OFAC,OFAC,Entity
Iran,MOBILE VALUE-ADDED SERVICES LABORATORY,Sanctioned by OFAC,OFAC,Entity
Iran,RABIEE,Sanctioned by OFAC,OFAC,Individual
Belize,MORENO,Sanctioned by OFAC,OFAC,Individual
Belize,D'S SUPERMARKET COMPANY LTD.,Sanctioned by OFAC,OFAC,Entity
Mexico,AUTO SERVICIO JATZIRY S.A. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Mexico,CONSTRUCTORA JATZIRY DE GUASAVE S.A. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Mexico,AUTOTRANSPORTES TERRESTRES S.A. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Iran,NATIONAL IRANIAN TANKER COMPANY,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,NATIONAL IRANIAN TANKER COMPANY LLC,Sanctioned by OFAC,OFAC,Entity
Netherlands,N.I.T.C. REPRESENTATIVE OFFICE,Sanctioned by OFAC,OFAC,Entity
Cyprus,ARTA SHIPPING ENTERPRISES LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,ARASH SHIPPING ENTERPRISES LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,PROTON PETROCHEMICALS SHIPPING LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,DANESH SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,DAVAR SHIPPING CO LTD,Sanctioned by OFAC,OFAC,Entity
Cyprus,HADI SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,HARAZ SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,HATEF SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,HIRMAND SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,HODA SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,HOMA SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,HONAR SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,TC SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,MEHRAN SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,MERSAD SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,SAMAN SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Malta,ASAN SHIPPING ENTERPRISE LIMITED,Sanctioned by OFAC,OFAC,Entity
Malta,SARV SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Malta,SEPID SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Malta,SIMA SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Malta,SINA SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,CASPIAN MARITIME LIMITED,Sanctioned by OFAC,OFAC,Entity
Cyprus,MINAB SHIPPING COMPANY LIMITED,Sanctioned by OFAC,OFAC,Entity
Iran,PARS PETROCHEMICAL SHIPPING COMPANY,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,DENA TANKERS FZE,Sanctioned by OFAC,OFAC,Entity
Unknown,TANIDEH,Sanctioned by OFAC,OFAC,Individual
Iran,CENTER FOR INNOVATION AND TECHNOLOGY COOPERATION,Sanctioned by OFAC,OFAC,Entity
Switzerland,PETRO SUISSE INTERTRADE COMPANY SA,Sanctioned by OFAC,OFAC,Entity
Hong Kong,HONG KONG INTERTRADE COMPANY,Sanctioned by OFAC,OFAC,Entity
Malaysia,NOOR ENERGY (MALAYSIA) LTD.,Sanctioned by OFAC,OFAC,Entity
United Arab Emirates,PETRO ENERGY INTERTRADE COMPANY,Sanctioned by OFAC,OFAC,Entity
Honduras,CORPORACION HANDAL S. DE R.L.,Sanctioned by OFAC,OFAC,Entity
Honduras,AUTO PARTES HANDAL S. DE R.L. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Honduras,SUPERTIENDAS HANDAL S. DE R.L.,Sanctioned by OFAC,OFAC,Entity
Honduras,JM TROYA,Sanctioned by OFAC,OFAC,Entity
Honduras,J & E S. DE R.L. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Honduras,RANCHO LA HERRADURA,Sanctioned by OFAC,OFAC,Entity
Honduras,EASY CASH S. DE R.L.,Sanctioned by OFAC,OFAC,Entity
Mexico,COMERCIALIZADORA CACHO S.A. DE C.V.,Sanctioned by OFAC,OFAC,Entity
Unknown,AHMAD AL-ABDULLAH,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-JLEILATI,Sanctioned by OFAC,OFAC,Individual
Unknown,YEHYA MOALLA,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-WAZZ,Sanctioned by OFAC,OFAC,Individual
Unknown,ZAFER MIHBEK,Sanctioned by OFAC,OFAC,Individual
Unknown,SHUKRI KURDI,Sanctioned by OFAC,OFAC,Individual
Unknown,IBRAHIM SAID,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-ASSAF,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-SIBAEI,Sanctioned by OFAC,OFAC,Individual
Unknown,MU'ZI HNEIDI,Sanctioned by OFAC,OFAC,Individual
Unknown,MSHAWEH,Sanctioned by OFAC,OFAC,Individual
Unknown,MOHAMMAD ZAKARYA,Sanctioned by OFAC,OFAC,Individual
Unknown,AHED AL-ZOUBI,Sanctioned by OFAC,OFAC,Individual
Unknown,HAIDAR,Sanctioned by OFAC,OFAC,Individual
Unknown,FARAH SARKIS,Sanctioned by OFAC,OFAC,Individual
Unknown,SIHAB,Sanctioned by OFAC,OFAC,Individual
Unknown,JAMIL,Sanctioned by OFAC,OFAC,Individual
"Virgin Islands, British",DREX TECHNOLOGIES S.A.,Sanctioned by OFAC,OFAC,Entity
Unknown,AL-SAYYED,Sanctioned by OFAC,OFAC,Individual
Unknown,HANNA,Sanctioned by OFAC,OFAC,Individual
Unknown,AZZAM,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-HALQI,Sanctioned by OFAC,OFAC,Individual
Unknown,FARZAT,Sanctioned by OFAC,OFAC,Individual
Unknown,GHALAWANJI,Sanctioned by OFAC,OFAC,Individual
Unknown,KHAMIS,Sanctioned by OFAC,OFAC,Individual
Unknown,SABOUNI,Sanctioned by OFAC,OFAC,Individual
Unknown,SWEID,Sanctioned by OFAC,OFAC,Individual
Unknown,DELL'AQUILA,Sanctioned by OFAC,OFAC,Individual
Unknown,CATERINO,Sanctioned by OFAC,OFAC,Individual
Unknown,DI MAURO,Sanctioned by OFAC,OFAC,Individual
Unknown,IOVINE,Sanctioned by OFAC,OFAC,Individual
Unknown,ZAGARIA,Sanctioned by OFAC,OFAC,Individual
Unknown,BARICH,Sanctioned by OFAC,OFAC,Individual
Unknown,HAMIYAH,Sanctioned by OFAC,OFAC,Individual
Unknown,FLORES PACHECO,Sanctioned by OFAC,OFAC,Individual
Unknown,SALAZAR RAMIREZ,Sanctioned by OFAC,OFAC,Individual
Unknown,NIEBLAS NAVA,Sanctioned by OFAC,OFAC,Individual
Unknown,PAEZ SOTO,Sanctioned by OFAC,OFAC,Individual
Unknown,SOSA CANISALES,Sanctioned by OFAC,OFAC,Individual
Unknown,LOPEZ AISPURO,Sanctioned by OFAC,OFAC,Individual
Unknown,RASCON RAMIREZ,Sanctioned by OFAC,OFAC,Individual
Unknown,SABORI CISNEROS,Sanctioned by OFAC,OFAC,Individual
Afghanistan,AL-SUBHI,Sanctioned by OFAC,OFAC,Individual
Unknown,AL-FREIJ,Sanctioned by OFAC,OFAC,Individual
Mexico,"URBANIZADORA NUEVA ITALIA, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
Mexico,"SOCIALIKA RENTAS Y CATERING, S.A. DE C.V.",Sanctioned by OFAC,OFAC,Entity
El Salvador,MS-13,Sanctioned by OFAC,OFAC,Entity
Unknown,MIR,Sanctioned by OFAC,OFAC,Individual
Unknown,YAQUB,Sanctioned by OFAC,OFAC,Individual
Unknown,WALID,Sanctioned by OFAC,OFAC,Individual
Unknown,SHEIKH,Sanctioned by OFAC,OFAC,Individual
Pakistan,HAMZA,Sanctioned by OFAC,OFAC,Individual
Unknown,MUNTAZIR,Sanctioned by OFAC,OFAC,Individual
Unknown,EP-GOL,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EP-GOQ,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EP-GOY,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EP-GOX,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EX-35011,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EX-301,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EP-MNG,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EP-MNH,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EP-MNI,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EP-MNJ,Sanctioned by OFAC,OFAC,Aircraft
Unknown,EP-MNK,Sanctioned by OFAC,OFAC,Aircraft
